,public_client_id,taxa_Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Bifidobacterium,taxa_Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella,taxa_Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Adlercreutzia,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Marinifilaceae.Odoribacter,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae.Alistipes,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides,taxa_Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae.Christensenellaceae_R-7_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae_1.Clostridium_sensu_stricto_1,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales_vadinBB60_group.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Family_XIII.Family_XIII_AD3011_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Family_XIII.Family_XIII_UCG-001,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Family_XIII.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Agathobacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerostipes,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus_1,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus_3,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Dorea,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Fusicatenibacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.GCA-900066575,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospira,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_FCS020_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_ND3007_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_NK4A136_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_UCG-001,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_UCG-004,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_UCG-010,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Marvinbryantia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Roseburia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Intestinibacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Romboutsia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Anaerotruncus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Butyricicoccus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Candidatus_Soleaferrea,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.DTU089,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Faecalibacterium,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Flavonifractor,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.GCA-900066225,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Intestinimonas,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Negativibacillus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Oscillibacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Oscillospira,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminiclostridium_5,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminiclostridium_9,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_NK4A214_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-002,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-003,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-004,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-005,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-013,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus_1,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus_2,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Subdoligranulum,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.UBA1819,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.nan,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Erysipelatoclostridium,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Erysipelotrichaceae_UCG-003,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Holdemania,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.nan,taxa_Bacteria.Firmicutes.Negativicutes.Selenomonadales.Acidaminococcaceae.Phascolarctobacterium,taxa_Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Bilophila,taxa_Bacteria.Proteobacteria.Gammaproteobacteria.Betaproteobacteriales.Burkholderiaceae.Parasutterella,taxa_Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia
2416,01908462,8918,430,586,64983,697,10941,3987,954,14625,315,627,8076,230,100,92,13628,4907,24720,59,749,2787,251,153,4175,8118,397,0,4888,3381,1250,433,636,5817,25469,335,109,121,1971,37,77,38733,238,90,1825,153,725,353,900,1268,2204,7427,4185,599,1541,4676,11236,7118,12525,39,5370,238,5104,176,77,3102,398,155,484
2417,01908506,3041,877,175,18451,341,6376,1291,73,7219,183,79,3255,178,69,68,13433,3919,10258,450,296,1143,1688,172,1426,2688,251,1364,1198,647,370,64,246,3766,6350,0,190,165,595,59,84,23989,0,49,422,423,329,171,495,439,2275,3156,1163,221,1913,909,12135,1055,13159,45,1453,129,1260,75,20,634,173,1271,126
2418,01908626,401,25,0,31458,202,1343,3045,31,32,10,18,12,9,0,0,3753,274,1095,79,113,243,236,13,2427,2701,23,95,1081,626,261,210,19,1113,1128,0,126,0,141,0,0,11224,16,0,74,0,133,124,76,65,0,117,169,13,13,87,5317,501,967,15,687,0,162,32,0,462,286,57,87
2419,01908777,0,0,81,15517,0,2486,0,133,3344,120,77,1884,195,82,497,84,706,3135,142,325,158,1238,138,2335,562,54,496,432,170,72,39,811,565,3536,0,0,16,563,19,43,12682,175,535,290,304,216,357,324,526,1058,604,11,202,2263,2440,877,1720,1678,189,3416,139,477,37,0,1285,85,1292,1052
2420,01909024,8,0,325,184514,0,6571,7095,1736,40,3,317,0,0,0,77,61334,2237,10863,0,1102,463,3130,119,4467,22101,310,984,5225,2976,6396,524,80,16396,11469,657,1507,140,5151,21,25,67015,1603,10,833,12,990,61,230,51,0,7,0,342,214,1855,4554,9563,18,316,13650,823,2425,933,41,0,0,9929,1753
2421,01909158,438,1155,243,53923,0,5077,14607,310,1377,97,12,82,133,240,384,5035,3649,7605,0,419,693,2319,48,4387,4008,56,485,5135,522,890,251,269,2752,6911,101,0,57,2745,28,110,18912,600,37,1200,135,1320,592,1729,882,0,1043,0,0,752,780,6960,3860,5038,261,1752,289,906,160,34,2897,516,445,2801
2422,01909532,217,0,201,24705,260,5634,5708,165,2466,11,962,72,77,91,163,4117,402,6476,181,91,19,3469,31,994,2312,0,44,0,153,357,119,125,4856,8569,485,63,92,521,0,85,11403,245,0,285,24,371,439,1282,183,673,1274,11,187,47,913,1937,1618,758,36,1785,341,209,65,48,0,650,1263,7252
2423,01909625,2203,5323,400,30523,425,1820,2724,2188,887,59,851,659,444,63,123,6729,5354,14021,1272,2547,2433,1997,112,1712,5921,539,851,3005,592,297,442,260,1110,9807,473,2054,22,532,28,4625,21222,91,151,201,182,291,169,1208,170,138,1768,212,289,396,1668,84,23,6172,84,2992,141,2067,37,19,0,315,119,1036
2424,01909807,2496,1267,17,29368,332,2271,868,97,200,257,26,0,65,43,165,0,1605,2930,0,1064,368,1136,31,651,0,31,299,17,209,212,108,0,366,2954,75,0,0,79,7,7,7585,129,34,179,35,554,8,113,233,587,0,0,209,239,82,757,1507,0,51,707,304,0,77,46,1087,143,789,0
2425,01911124,1810,1908,56,18779,285,2610,1258,882,1630,62,20,228,164,55,45,3773,1425,6201,253,426,2334,955,73,717,3544,87,520,1335,494,252,49,100,1614,5079,105,299,11,731,21,37,16422,145,56,78,220,312,237,1536,412,342,1556,0,268,809,187,7256,1503,1981,43,1500,12,766,36,9,431,125,547,0
2426,01911172,8635,43,152,81932,636,27446,4291,1008,3755,825,1313,4292,1414,474,269,20214,5756,20036,1575,2814,3870,9181,378,3166,3314,795,5643,3395,1193,619,279,1209,3528,15587,77,1122,26,1209,68,508,37731,240,305,1487,608,1103,853,2160,2758,7209,3483,2034,962,2964,2917,7351,15632,30771,243,8583,599,2153,37,267,0,406,1220,0
2427,01911364,895,2074,81,12116,0,167,0,116,81,0,2718,0,7,0,0,13344,1731,6740,68,0,3114,1563,24,742,1549,405,886,250,384,356,8,134,2084,3401,698,3856,0,406,0,13,14092,12,0,36,190,69,0,171,0,0,162,121,98,8,211,388,3984,4719,0,470,95,988,6,9,106,0,133,0
2428,01911370,1150,1353,13,114921,0,242,3194,3173,0,0,56,0,0,0,0,26622,3034,12461,35,0,3041,2487,0,8881,5884,92,276,188,1186,1916,16,48,17632,5634,32,399,0,1278,0,3,35982,314,0,23,43,96,0,123,120,0,0,0,7,6,51,15,12,4726,11,167,43,0,113,0,1694,129,253,9
2429,01911521,36,192,163,31558,896,6413,5474,28,414,117,477,123,189,20,9,3763,326,3508,229,213,269,157,97,2382,6126,81,133,609,694,460,432,16,3868,8664,0,85,31,584,38,16,21502,118,24,151,49,366,234,190,375,740,2053,818,65,599,190,8703,2378,6350,53,4142,35,790,115,0,1408,270,661,125
2430,01912053,2581,2551,615,37038,4632,16635,9703,512,6934,1180,183,1423,786,80,162,3533,3132,8770,2605,410,1006,2253,492,2006,5475,244,1912,1986,424,58,255,832,2250,10319,0,56,130,627,106,454,27390,182,1373,609,612,1342,491,4314,1034,2991,2741,36,274,6114,1890,4674,2248,8025,346,9665,862,436,101,27,24,266,886,5829
2431,01912726,111,710,76,32391,4271,4508,5490,338,719,85,0,1574,132,56,123,1661,731,7178,320,255,3116,2996,45,1982,2401,54,380,5067,939,660,333,211,8105,4815,0,12,93,629,58,118,17393,331,75,464,218,772,1005,343,651,1125,4550,0,132,1398,1821,10651,5922,2465,76,4445,197,256,54,0,1498,0,21,3285
2432,01912853,0,1045,398,45361,1711,7885,3144,1964,2317,99,896,284,213,146,59,15763,958,5724,459,1552,2533,1470,96,1998,2442,179,595,2607,1349,882,99,208,6007,8044,1191,525,22,2040,46,101,25803,301,52,424,494,811,789,1402,927,1328,3300,1126,417,879,1172,13487,8668,12657,40,3586,175,1082,43,9,1444,0,0,0
2433,01913328,38,0,139,47921,892,4820,1828,402,347,97,292,34,209,58,22,9494,1004,7656,255,1069,2299,3162,40,2622,1696,256,275,2886,2404,1051,304,311,6970,7353,0,195,38,2669,40,18,27722,124,34,407,564,164,221,152,579,1421,1890,3601,0,671,1041,29784,4219,2857,55,4663,62,607,144,7,1351,117,2865,71
2434,01913481,1591,951,258,49316,1059,3056,2615,1824,1646,59,1927,171,225,38,7,16176,1775,5315,406,269,796,2410,141,1471,3482,114,704,415,236,552,368,109,196,7817,132,221,23,995,18,17,12733,62,19,243,0,303,99,197,223,281,1280,225,218,786,885,645,5431,6942,42,2675,2,2987,17,15,1574,0,1798,56
2435,01913933,39,3694,390,4748,41,753,585,5200,966,151,0,294,230,66,32,5083,113,6694,286,586,543,949,57,611,273,38,0,233,0,90,31,97,496,3907,226,321,5,164,14,81,1236,24,91,344,138,203,56,691,263,149,657,0,0,459,649,531,4485,1909,20,538,103,0,27,7,493,70,251,742
2436,01914451,1517,25,0,104588,10,5739,6115,1647,198,279,37,0,0,0,322,11358,1369,4182,551,1279,1981,2324,160,2927,11639,117,0,9857,1990,4584,444,60,10146,5416,130,115,23,1040,64,276,58581,419,555,451,363,1485,3424,733,995,508,2688,0,265,1314,3641,2620,0,5483,694,2877,503,2191,371,25,0,7,2202,4925
2437,01915036,98,0,264,56148,15785,11005,12645,419,2270,306,17,21006,221,73,35,22109,2173,6933,442,707,2537,1518,101,2184,5408,226,1874,13416,1372,887,456,364,9284,11022,0,83,77,1193,86,33,45723,253,87,450,349,655,247,1358,941,2704,6353,3341,247,1802,1625,11734,7309,11870,143,5291,249,1745,193,33,0,713,3482,809
2438,01915117,3602,3339,138,52044,707,5514,2017,9169,9103,441,444,51,206,30,64,8258,1509,7286,585,401,468,1669,91,11252,3585,104,787,611,1401,1249,345,298,2676,8881,0,42,116,1480,4,0,30037,0,7,188,507,90,96,1150,435,374,2306,1025,394,600,774,3030,2808,5839,49,2816,133,663,7,19,0,231,358,593
2439,01915239,0,1815,281,67782,447,2880,459,104,159,19,15,32,25,78,0,28821,4797,16315,313,0,2064,2961,84,3277,5624,200,2716,446,177,1396,236,279,1513,8283,65,95,16,2408,20,4,22079,299,11,90,4,541,42,132,588,227,237,198,238,310,1702,1906,6820,4711,42,3166,122,1118,20,27,1970,0,0,0
2440,01915440,25,83,47,73918,3187,8987,6103,29,176,142,0,690,199,17,10,10549,555,1252,0,0,251,349,117,1576,5298,64,131,5799,125,482,1413,0,6695,1925,0,98,41,239,19,8,23016,647,120,251,70,391,211,163,946,128,158,528,130,291,52,0,0,1049,310,2006,19,1881,439,0,1221,532,543,0
2441,01916045,2785,1776,0,417,21,196,98,6,656,24,1776,129,425,117,0,6469,246,4099,325,467,1237,370,76,458,2264,233,373,835,227,410,77,310,2759,3349,54,446,0,1192,54,8,8485,46,0,233,0,66,15,105,343,2013,2969,481,0,3412,704,2349,7217,1244,0,3083,4,99,10,29,8,77,0,0
2442,01916479,2985,2086,25,36582,1877,4465,3829,8,62622,532,45,8635,1950,197,1753,21410,963,6768,306,627,1674,1271,215,2081,3341,285,1074,1941,2984,1142,438,821,3941,14062,0,134,95,3642,61,53,28000,133,88,1296,176,822,60,314,1347,17996,7022,1511,0,6653,525,3697,9493,5911,809,23949,15,813,57,65,37,961,304,5252
2443,01917148,3986,41,377,107655,3635,15398,6511,2492,8039,1765,245,1386,1578,293,788,7108,6005,18212,0,709,4539,1139,289,2166,6895,167,836,562,1483,1063,540,2672,3011,12996,31,269,128,3202,73,390,26120,446,114,2375,107,2258,192,2153,2154,6581,7588,668,208,3621,1751,13892,22711,196,223,7111,2437,2288,277,119,2617,1401,255,8203
2444,01917153,0,0,446,232822,2771,5006,16809,715,393,135,8,0,221,87,48,16472,4453,18304,780,957,3556,2727,378,23600,4102,131,0,2450,908,2429,3860,131,7020,20467,32,0,247,3160,17,0,21324,3275,0,1120,1224,1170,147,1024,1578,0,3214,5976,915,211,921,1539,2731,5143,239,2525,99,1747,242,57,0,2408,2324,760
2445,01917395,866,1087,0,51008,558,1431,3339,138,235,153,374,39,145,191,65,7441,3456,14033,510,3112,4507,1827,102,1630,2075,300,450,2208,0,298,939,93,1248,8444,7,265,91,386,59,0,21016,191,24,490,770,290,0,2504,1076,307,700,1089,0,217,370,14217,4794,4931,100,1288,134,1662,88,46,1936,157,3450,3469
2446,01918227,508,3595,810,83535,269,7770,3598,88,6710,389,1792,1568,382,152,155,3326,539,4397,586,478,1870,1558,84,4060,4567,348,642,3379,997,364,142,693,7424,9975,840,1082,212,1056,61,336,20928,169,82,663,378,493,1545,988,1052,6199,8537,2519,681,3631,785,1696,5465,6940,431,7797,422,309,89,125,0,351,1840,1799
2447,01918540,137,706,258,25410,95,1128,420,31,119,6,0,0,9,43,10,10102,985,2151,130,366,270,390,56,542,954,160,148,360,108,197,100,0,2076,3486,0,83,0,228,4,0,7803,25,0,71,0,122,74,167,224,142,77,145,87,22,159,0,2550,2261,32,492,40,616,32,10,74,67,376,26
2448,01918953,2503,2398,68,8115,345,3890,1111,179,669,83,4,141,181,93,51,2501,675,7095,517,475,1509,1672,126,709,1663,74,756,546,730,74,112,408,879,7637,0,262,17,774,30,108,10450,87,12,189,177,377,43,475,358,891,2514,236,275,492,493,3127,8705,1992,70,3630,49,1791,15,15,689,63,218,199
2449,01918980,6483,2173,322,35024,2116,5639,4860,1968,2563,211,963,815,652,206,113,13565,840,18283,1407,1690,5229,1867,109,5209,6817,499,3131,4923,1116,1281,343,760,6441,18276,1473,699,82,1090,94,224,23063,279,30,644,606,1223,413,734,982,2989,10923,1531,578,2279,4384,9042,13976,11359,198,5849,16,1468,87,0,7147,927,610,1709
2450,01918983,566,2118,0,5047,251,2808,2033,314,6239,67,93,1621,394,32,166,33,922,3371,0,93,668,165,30,2241,845,24,0,0,0,0,0,131,23,2101,0,83,359,30,49,55,71,49,89,32,41,88,0,857,335,1183,2542,0,742,769,145,56,243,636,648,1925,84,391,15,267,911,204,32,4791
2451,01919064,2722,7820,797,67858,587,745,5610,418,104,2,86,0,156,18,41,12485,11693,24713,1891,5870,3689,3660,119,3516,3207,458,627,419,5964,63,523,270,2550,19496,0,2304,18,3717,23,0,44534,259,38,146,0,120,12,2117,251,53,328,316,629,0,5878,1150,0,15291,49,227,554,11896,46,15,5095,522,4018,3985
2452,01919756,278,737,421,132578,701,11306,13880,282,294,161,43,81,355,43,411,18602,20847,21041,0,166,2511,8107,231,5264,6190,4,1232,1728,3047,1614,240,224,2938,17491,91,1197,52,2664,86,72,26742,1033,28,510,0,1732,1063,2350,2100,236,3126,0,657,114,4514,4368,7153,6107,245,2822,1087,522,315,764,5171,1890,7936,5025
2453,01919987,25324,171,0,25867,47,228,1147,332,77,3,158,19,9,10,6,17045,4595,3747,40,788,1209,2729,0,1025,2500,108,1030,189,1769,1504,0,55,3065,3873,78,107,0,3247,0,0,19504,35,0,1,17,69,0,161,26,101,101,49,34,52,1000,1089,6459,455,24,701,176,128,27,14,42,5,44,95
2454,01920535,3615,946,33,12896,399,4140,1256,4231,351,7062,328,264,934,130,0,7378,870,6773,1289,2027,5167,480,178,2490,3915,102,167,2192,227,110,626,381,4515,14418,59,1819,101,1588,89,23,28533,147,11,97,556,356,18,5458,460,1135,4353,760,1281,2320,611,1985,0,5136,126,7146,30,0,79,129,2672,184,157,1028
2455,01920869,2498,7161,496,47254,230,3514,1746,254,162,16,79,53,153,77,27,3581,2590,15900,296,1029,2500,3619,56,1546,2043,421,1788,1399,3459,496,174,528,5389,9695,0,464,31,1806,3,111,16306,75,9,444,68,295,198,277,117,1898,1630,494,310,473,1920,14129,9898,2583,22,1790,596,0,10,5,1302,148,1536,817
2456,01921596,3798,10283,444,110470,1022,2941,7011,426,182,183,296,331,306,0,18,37958,5318,15512,1366,387,4361,6362,62,4097,7827,0,663,3355,5341,2247,426,139,15036,12136,284,468,27,2550,54,45,38364,1303,17,684,23,1109,0,940,1038,0,996,1012,587,126,2143,9455,17285,11453,157,5171,355,6053,227,56,767,851,6484,802
2457,01921929,0,327,256,38098,1100,2711,9569,166,22209,925,0,8869,601,100,353,624,856,3014,0,421,305,542,51,4101,2314,28,383,1989,668,664,952,635,1435,10772,0,0,92,627,15,204,12707,159,40,1004,140,1900,197,247,1213,3420,6309,483,348,2711,654,632,1018,3662,93,6140,44,1235,44,0,2487,697,1603,15365
2458,01922612,272,0,326,12081,0,8827,0,247,5308,27,13,206,136,0,92,2556,1150,6533,284,296,816,1372,0,763,1568,45,859,3456,1248,318,109,0,960,3569,25,39,18,278,15,34,12092,54,0,67,319,23,0,205,19,821,1440,664,313,1080,511,1900,5602,2285,42,1742,44,904,47,19,476,0,0,0
2459,01922686,1330,486,52,25457,260,4101,6155,113,284,123,803,401,157,75,7,12326,1699,3247,328,571,1582,1695,112,1223,4028,127,974,1600,683,220,125,309,1267,6123,1214,516,36,1520,13,49,28416,24,203,214,182,297,53,290,181,350,1304,374,178,1138,385,1220,5968,3396,21,2432,27,886,54,21,1060,40,1265,478
2460,01922697,21,1150,126,7268,591,2163,1571,116,2384,175,0,778,558,13,248,610,5984,4210,0,55,261,122,179,1449,250,23,125,804,0,75,465,182,435,4048,4,0,39,60,90,0,16486,386,52,839,203,385,148,1000,807,677,842,208,154,531,316,706,5448,6647,163,4222,157,133,39,0,1196,123,1228,263
2461,01922780,0,0,0,73770,0,2,0,340,0,0,296,50,14,0,10,11490,2457,10798,0,0,0,0,126,4008,773,49,0,0,161,968,93,0,4152,7731,117,443,91,357,0,589,48234,1822,19,268,1567,1561,0,2306,325,0,0,0,202,0,0,662,5728,0,402,41,1215,0,58,516,0,0,0,455
2462,01923324,1720,349,0,47146,709,742,439,2274,73,0,274,11,73,50,0,7515,1250,9731,162,1323,1925,2079,66,2584,4845,308,1798,698,1092,1131,43,46,10472,6362,246,85,3,786,24,8,18261,81,0,115,15,152,74,208,237,72,0,606,143,58,624,1371,2519,3076,33,1024,59,3201,39,2,0,385,10,5
2463,01923555,4126,2533,217,26567,283,3722,7720,353,9939,136,6,589,286,126,54,8013,4533,8500,557,1263,1662,1103,222,1370,5164,365,4086,7690,2113,251,405,494,8816,12129,70,23,205,3044,19,27,36347,232,105,403,83,551,136,758,379,3969,5417,1896,229,2108,2305,4981,12743,4930,40,4196,143,1972,69,148,2178,336,188,262
2464,01924106,7298,2784,235,55364,340,6830,1709,2375,137,50,679,51,350,249,96,27770,6988,30363,1469,1533,5546,9354,331,614,6656,267,1931,1274,1754,804,104,838,2253,11571,2681,2658,0,2678,18,6,29164,41,8,67,65,288,55,108,840,4195,2749,1951,489,1472,1382,29853,19893,22523,131,5194,129,3895,64,22,666,322,101,0
2465,01924225,2090,1285,175,36661,360,5162,1510,3169,153,56,390,36,237,236,35,2990,2535,5025,19,2078,3712,3320,28,819,1913,59,80,1812,47,243,79,251,825,7823,813,171,19,1097,38,0,9596,112,17,71,0,143,14,693,307,480,1141,516,602,314,2512,197,601,12033,97,598,884,2244,101,22,617,749,0,8
2466,01925138,29825,6651,149,13013,258,3415,1729,918,4331,88,129,553,559,219,61,3385,2879,8971,1111,1476,3880,1638,38,521,2706,401,370,1542,163,397,418,536,1276,5795,65,60,7,476,32,78,15436,95,48,76,369,363,11,695,530,1344,8499,406,481,2755,179,3483,12144,7559,249,9677,736,20,5,11,0,36,243,95
2467,01925174,543,267,0,13593,97,5737,2190,54,649,2597,9707,9498,762,112,187,1544,1113,1711,412,75,753,294,36,260,144,15,0,462,119,24,0,0,1286,2788,1934,1964,0,257,0,0,3562,63,94,529,60,585,36,1194,236,3644,2744,188,0,817,425,718,11222,687,621,3268,17,394,34,123,562,0,2771,12342
2468,01925178,2166,2136,131,15701,426,2782,1153,750,6650,115,2800,1230,1166,227,0,6856,2122,5141,1151,1917,5350,1130,139,990,1756,421,347,2776,1295,560,102,965,1623,7290,2723,2810,0,2280,25,57,20216,24,127,236,45,125,161,394,607,1786,3523,1050,0,1660,1271,4551,11424,3854,6,7824,0,515,30,99,0,102,10,73
2469,01925800,10981,3884,496,345,0,70,17,979,262,35,54,0,986,0,110,24344,12791,56494,493,3543,18325,1015,66,554,65,298,48,55,0,0,16,326,186,21657,1101,3565,0,16,64,277,4551,7,24,0,0,0,0,518,13,0,223,0,1942,45,134,0,34,4577,6,286,5,7930,0,46,0,0,10,0
2470,01926123,0,408,0,56329,0,0,3123,21,2,22,0,0,9,8,34,778,101,2782,0,0,429,458,0,1543,2420,22,0,371,0,0,15,30,577,2423,101,0,107,164,15,49,4180,653,14,99,19,603,26,113,897,0,0,505,62,0,248,485,0,1648,159,802,80,0,225,0,0,1176,2806,9162
2471,01926181,14785,11016,300,35821,219,2289,3521,441,406,77,21,95,293,110,55,19922,1875,8338,882,332,2742,2601,92,1937,3469,158,1316,286,54,79,187,193,632,7293,160,393,34,939,44,69,16973,316,30,186,137,950,115,1209,775,180,1299,337,498,166,306,7835,16557,6599,84,2569,464,5743,46,26,2020,289,112,310
2472,01926351,121,550,0,23057,988,2302,1370,87,0,17,0,0,13,0,0,2645,585,2914,212,0,444,362,21,6212,190,0,149,497,0,188,114,166,1418,6993,0,0,8,916,0,0,4366,217,0,249,224,629,0,55,596,0,0,0,110,202,749,0,0,846,13,588,58,902,65,20,0,198,0,0
2473,01926397,0,0,174,26581,304,1426,839,312,462,48,17,0,150,65,29,2769,757,3426,203,388,1209,726,14,1145,338,0,363,55,0,110,93,53,1356,5244,273,292,21,256,12,79,5458,81,107,229,20,442,0,337,341,211,666,102,202,235,257,3886,8387,2613,113,1410,83,111,43,0,882,111,0,499
2474,01926537,0,2147,279,50017,2318,7996,4931,874,6212,252,0,1033,302,206,77,25283,2583,18842,735,2004,3549,4912,119,1534,1002,210,1145,1595,0,565,457,564,4606,10228,138,320,79,1119,66,124,20449,163,113,572,307,912,306,739,768,2579,7797,1206,642,3393,977,5253,9773,9969,110,6790,0,1207,41,0,0,0,508,0
2475,01926705,10038,4929,279,30860,414,6489,1756,1240,3077,593,532,3353,549,179,269,16336,2810,18759,1442,1374,5001,4673,165,1198,5303,473,1998,1619,1468,18,65,475,4625,11635,378,2154,147,613,79,222,21626,178,58,476,954,302,1120,1006,811,4018,6844,480,508,2343,969,18457,14721,16055,116,6504,101,529,36,8,522,414,1873,3108
2476,01927157,9193,2902,100,28227,1134,1448,2407,1429,2698,118,8,205,733,138,30,1323,1688,10422,1014,575,2423,1256,61,1679,3905,541,2475,4614,908,885,109,1535,3676,9485,0,71,20,1516,28,39,30816,109,20,523,85,313,116,195,783,1649,7701,626,0,1761,1053,11787,7698,8739,266,7637,45,897,45,119,0,261,41,3767
2477,01927181,728,0,0,63933,0,0,0,11533,0,0,247,0,0,0,19,2411,292,18980,0,0,0,104,0,5019,982,0,0,0,0,0,87,0,14879,11540,278,205,0,4,17,8,0,610,0,25,0,93,0,75,84,0,0,0,0,0,378,0,0,521,25,7,558,0,0,1106,0,0,0,0
